query_id,retrieved_docs
query_id,retrieved_docs
001,cdn_soc_0003955 cdn_soc_0002307 cts_for_0002010 cdn_soc_0004946 cts_for_0001093 cts_for_0002013 cte_foc_0000260 cdn_soc_0002219 cdn_loc_0001911 cts_for_0000202 cts_soc_0003580 cts_soc_0000801 cte_foc_0002798 cts_soc_0003030 cts_soc_0003259 cdn_soc_0000300 cts_for_0000925 cts_soc_0002336 cdn_soc_0004947 cdn_soc_0002385 cts_for_0000082 cts_esy_0000215 cts_for_0000180 cte_foc_0002784 cts_for_0001203 cdn_loc_0000300 cts_soc_0004817 cdn_ent_0000749 cte_foc_0003486 cte_foc_0001543 cts_for_0000288 cts_soc_0005595 cts_ent_0001002 cdn_eco_0002363 cts_ent_0000250 cdn_soc_0003603 cts_soc_0002209 cts_ent_0003437 cts_int_0000042 cts_int_0001842 cdn_ent_0000128 cts_ent_0000339 cdn_loc_0001540 cdn_soc_0002936 cdn_foc_0000166 cts_ent_0001662 cts_int_0002667 cdn_soc_0002442 cts_soc_0005891 cdn_soc_0002947 cdn_loc_0000097 cts_ent_0000064 cts_soc_0005821 cts_for_0001915 cts_soc_0005892 cte_foc_0001767 cdn_soc_0001745 cdn_foc_0005200 cdn_foc_0002002 cdn_loc_0001330 cdn_foc_0008251 cdn_soc_0004137 cdn_loc_0000780 cts_ent_0002596 cte_foc_0001485 cts_for_0001897 cdn_soc_0004651 cts_for_0000782 cdn_loc_0002114 cts_soc_0002332 cdn_loc_0000211 cts_art_0001157 cts_art_0000296 cts_art_0000993 cdn_foc_0003464 cdn_loc_0001921 cdn_soc_0004721 cdn_soc_0004433 cdn_soc_0004343 cdn_soc_0000965 cdn_loc_0000169 cdn_foc_0003636 cte_foc_0000558 cts_soc_0004812 cts_for_0000140 cdn_loc_0001667 cts_art_0001155 cdn_loc_0001741 ctc_ser_0000511 cdn_ent_0000068 cts_soc_0000132 ctc_sto_0006226 cdn_loc_0000389 cdn_soc_0004729 cdn_spo_0000386 cts_art_0001951 cdn_soc_0005143 cts_art_0001900 cts_soc_0005415 cdn_foc_0005034 
002,cdn_edu_0000554 cte_foc_0002373 cdn_edu_0001109 cdn_edu_0000415 cts_soc_0005792 cdn_edu_0001302 cte_foc_0003620 cdn_edu_0001267 cdn_edu_0001009 cts_soc_0005359 cdn_edu_0001104 cdn_edu_0000811 cdn_edu_0001372 cdn_edu_0001271 cdn_edu_0001154 cts_soc_0004597 cts_soc_0004922 cts_soc_0005003 cdn_edu_0000919 cdn_edu_0000914 cdn_edu_0001134 cdn_edu_0001143 cdn_edu_0000918 cdn_edu_0000978 cdn_edu_0001047 cdn_foc_0006364 cts_soc_0005356 cdn_edu_0001084 cts_soc_0004894 cdn_foc_0006362 cdn_edu_0001165 cdn_foc_0006366 cdn_soc_0001296 cdn_edu_0001270 cts_soc_0002755 cdn_edu_0001155 cdn_edu_0001319 cts_soc_0002187 cts_soc_0005004 cdn_edu_0000220 cdn_soc_0001411 cte_foc_0003432 cts_art_0001460 cdn_edu_0001015 cdn_edu_0000755 cts_soc_0005514 cte_foc_0003425 cdn_soc_0000493 cts_for_0001216 cdn_edu_0001214 cdn_soc_0001230 cts_for_0000392 cts_soc_0004895 cdn_loc_0001326 cdn_edu_0000447 cdn_edu_0000512 cdn_edu_0001259 cts_for_0001215 cte_foc_0000156 cdn_soc_0000961 cdn_edu_0001320 cts_soc_0005120 cts_soc_0004035 cts_art_0001496 cdn_soc_0001695 cdn_edu_0001080 cdn_edu_0001105 cts_soc_0002342 cte_foc_0003482 cdn_edu_0001197 cts_soc_0006066 cdn_edu_0000928 cdn_edu_0001253 cts_for_0001821 cts_for_0000427 cdn_soc_0000016 cts_soc_0006228 cdn_soc_0001382 cdn_edu_0000583 cdn_edu_0001163 cts_for_0000568 cdn_for_0000132 cdn_edu_0000742 cts_soc_0005535 cdn_soc_0000062 cts_soc_0002244 cdn_soc_0000320 cts_for_0001217 cts_for_0000408 cdn_soc_0000898 cdn_edu_0000759 cdn_soc_0003408 cts_soc_0004695 cdn_soc_0000639 cte_foc_0001019 cdn_loc_0000407 cdn_soc_0000682 cts_soc_0004008 cdn_edu_0000904 cdn_edu_0000492 
003,cts_soc_0000597 cdn_foc_0008637 cts_soc_0000287 cdn_soc_0002194 cdn_foc_0008638 cts_soc_0000269 cdn_soc_0004042 cts_soc_0000417 cdn_soc_0000013 cdn_loc_0001324 cts_soc_0000418 cdn_loc_0001157 cdn_foc_0008635 cdn_soc_0004228 cdn_foc_0008636 cdn_soc_0003907 cts_soc_0000286 cts_for_0001706 cdn_foc_0000009 cts_soc_0002632 cts_soc_0000274 cdn_soc_0003614 cdn_soc_0001397 cdn_edu_0000507 cdn_soc_0001917 cdn_soc_0000015 cts_for_0000501 cts_soc_0005362 cts_for_0001271 cts_for_0001223 cdn_for_0000641 cdn_loc_0000587 cdn_soc_0001921 cdn_soc_0004043 cts_soc_0004898 cts_for_0000718 cte_foc_0001274 cdn_soc_0004620 cdn_soc_0003237 cdn_foc_0007530 cdn_eco_0001564 cts_ent_0000210 cdn_foc_0003959 cts_soc_0006095 cdn_foc_0007350 cts_soc_0002734 cts_soc_0001032 cdn_soc_0004775 cdn_loc_0000995 cts_soc_0005930 cdn_loc_0001741 cdn_foc_0000634 cdn_foc_0002544 cdn_foc_0002564 cdn_soc_0002909 cts_soc_0005691 cts_pol_0002432 cdn_soc_0001775 cdn_loc_0001711 cts_soc_0004084 cdn_soc_0004787 cdn_loc_0001105 cdn_soc_0001664 cts_soc_0004462 cdn_soc_0002246 cts_soc_0002781 cts_soc_0002588 cdn_soc_0000014 cdn_soc_0004721 cte_foc_0001221 cdn_soc_0001627 cts_foc_0000581 cts_foc_0002419 cdn_soc_0004909 ctc_dep_0000950 cts_soc_0000239 cdn_foc_0002966 cdn_foc_0005035 cdn_soc_0004002 cdn_soc_0003953 cdn_for_0000565 cdn_foc_0002586 cdn_for_0000263 cdn_eco_0000526 cts_art_0000311 cts_soc_0005897 cdn_foc_0002019 cdn_eco_0000135 cdn_loc_0000604 cdn_soc_0002446 cdn_foc_0002037 cts_pol_0000339 cdn_foc_0001783 cdn_foc_0002264 cts_soc_0004088 cts_foc_0002623 ctc_esy_0000058 cts_foc_0001319 cdn_foc_0007364 cts_soc_0002352 
004,cts_chi_0002306 cdn_chi_0001993 ctc_chi_0001731 cts_chi_0002234 ctc_chi_0001730 cts_ent_0001940 cdn_eco_0002860 cdn_ent_0000534 cts_chi_0002315 cts_chi_0002329 cts_ent_0003686 cdn_spo_0001254 ctc_chi_0001695 cts_ent_0001585 cts_ent_0003347 ctc_ser_0000158 cts_ent_0002547 ctc_chi_0001603 cts_ent_0000111 ctc_chi_0001199 ctc_chi_0001864 cdn_ent_0000547 cts_ent_0000152 cts_ent_0000308 cts_ent_0002947 cts_ent_0002811 cts_ent_0001537 cts_ent_0000506 cdn_eco_0003314 cts_soc_0005749 cts_ent_0003609 cts_eco_0001889 cts_chi_0002662 cdn_chi_0001120 cts_chi_0001714 cts_pol_0000718 cts_ent_0002473 ctc_dep_0001407 cts_chi_0001889 cdn_chi_0000043 cdn_loc_0001005 cdn_loc_0001013 cts_art_0000151 ctc_eco_0000164 cts_chi_0002668 cdn_chi_0000207 cts_int_0002718 cdn_chi_0000428 cts_chi_0002618 cts_ent_0002272 cdn_chi_0001932 cts_chi_0001379 cts_ent_0002495 cts_foc_0005257 cts_chi_0000343 cts_chi_0000337 cts_ent_0000499 cdn_eco_0002705 ctc_ser_0000276 cts_ent_0000359 cts_chi_0000429 cts_chi_0002688 cts_soc_0001212 cdn_spo_0000335 ctc_foc_0000239 cts_chi_0000221 cts_chi_0000224 cts_chi_0000117 ctc_dep_0000043 cdn_chi_0001892 cts_art_0000598 ctc_foc_0000558 cdn_chi_0000096 cts_chi_0002419 cdn_soc_0001930 ctc_sto_0001376 cts_chi_0002710 cdn_chi_0000090 cdn_chi_0000297 cdn_chi_0002261 cts_ent_0002011 cdn_chi_0000381 ctc_chi_0000523 ctc_chi_0000548 cts_art_0001673 cts_chi_0000374 cts_ent_0000761 cts_pol_0000689 cdn_soc_0003483 ctc_chi_0000324 ctc_cgo_0000705 ctc_chi_0000397 cts_chi_0000300 cts_chi_0000157 cts_chi_0000641 ctc_ser_0000421 cdn_chi_0000502 cdn_foc_0008032 cts_ent_0001315 cts_art_0000154 
005,cdn_soc_0003177 cdn_loc_0002169 cdn_soc_0004797 cts_soc_0003601 cdn_loc_0001006 cdn_loc_0000998 cdn_soc_0004796 cdn_soc_0003178 cdn_loc_0001127 cts_soc_0004839 cdn_soc_0004137 cts_soc_0005710 cts_soc_0005709 cdn_loc_0001964 cdn_loc_0001472 cdn_loc_0001956 cts_for_0002122 cdn_loc_0000943 cts_soc_0000396 cdn_loc_0002176 cdn_loc_0001089 cdn_loc_0001523 cdn_loc_0001218 cdn_loc_0000494 cdn_loc_0001133 cdn_loc_0000250 cdn_loc_0000590 cdn_loc_0000813 cdn_loc_0001404 cdn_loc_0001758 cdn_loc_0001338 cts_soc_0002304 cdn_loc_0000306 cdn_soc_0002947 cte_foc_0000727 cdn_loc_0002018 cdn_loc_0002203 cts_soc_0002235 cdn_loc_0000931 cdn_loc_0000849 cdn_loc_0000097 ctc_ser_0000534 cts_soc_0003254 cdn_loc_0000307 cdn_loc_0001953 cdn_loc_0000539 cts_soc_0000464 cdn_loc_0002048 cdn_loc_0000295 cdn_soc_0003453 cdn_soc_0000098 cdn_loc_0000767 cdn_loc_0001383 cdn_foc_0004373 ctc_dep_0000114 cdn_loc_0001134 cdn_loc_0002085 cts_soc_0002305 cdn_foc_0005120 ctc_ser_0000495 cdn_eco_0001771 cdn_loc_0000116 cdn_loc_0000607 cdn_loc_0002038 cdn_loc_0001457 cdn_edu_0000321 cdn_loc_0000793 cdn_loc_0002037 cdn_loc_0000178 cdn_loc_0000641 cdn_loc_0001194 cdn_loc_0001578 cdn_loc_0001747 cdn_loc_0001674 cdn_loc_0000697 cdn_loc_0001505 cdn_loc_0000665 cdn_loc_0001213 cdn_loc_0001459 cdn_loc_0002193 cdn_loc_0001792 cdn_loc_0002023 cdn_loc_0000002 cdn_loc_0001741 cdn_loc_0002252 cdn_loc_0001532 cte_foc_0003473 cdn_ent_0000892 cdn_loc_0000461 cdn_loc_0000887 cdn_loc_0001680 cts_soc_0001027 cdn_loc_0000824 cdn_loc_0001179 cdn_soc_0001806 cdn_edu_0001402 cdn_loc_0000586 ctc_cgo_0000317 ctc_cgo_0000318 ctc_mnf_0001762 
006,cdn_foc_0004860 cts_foc_0004652 cdn_eco_0003578 ctc_foc_0003504 cdn_eco_0004043 cdn_eco_0003084 cdn_foc_0005119 cdn_eco_0003475 ctc_dep_0001299 cts_eco_0003578 cts_foc_0003666 cdn_eco_0001201 cts_eco_0002928 ctc_foc_0003252 cte_foc_0003316 ctc_foc_0003285 ctc_foc_0000160 ctc_foc_0001004 ctc_foc_0003007 cdn_eco_0003720 ctc_fin_0002731 ctc_foc_0001334 ctc_foc_0003638 ctc_foc_0001013 cts_eco_0001645 ctc_dep_0000863 ctc_foc_0003257 cts_foc_0004117 cts_eco_0003859 ctc_dep_0001397 cdn_eco_0003163 cts_eco_0001358 cdn_foc_0007931 cdn_eco_0000892 cts_foc_0004121 cdn_eco_0003686 cts_eco_0003396 ctc_fin_0000825 cdn_soc_0001759 cdn_foc_0007939 cts_foc_0005005 ctc_dep_0000676 cts_eco_0003203 cdn_foc_0008298 cts_eco_0003022 ctc_foc_0000620 cdn_foc_0004055 cdn_foc_0004104 cts_foc_0005006 ctc_foc_0002640 cts_eco_0003428 cdn_eco_0003717 ctc_foc_0002622 cdn_foc_0007932 cts_eco_0003127 cdn_eco_0004005 cdn_foc_0008144 ctc_foc_0001014 cts_eco_0003933 cdn_foc_0006425 cts_eco_0003778 ctc_dep_0000612 ctc_foc_0002315 ctc_fin_0002508 cdn_eco_0003653 cts_eco_0003860 ctc_foc_0002413 ctc_tec_0001602 cdn_eco_0003488 cdn_eco_0003174 cts_foc_0004122 cdn_eco_0003886 cts_foc_0004118 cdn_eco_0001647 cdn_eco_0003776 cdn_eco_0000955 ctc_foc_0000860 ctc_foc_0003169 ctc_dep_0000677 cts_eco_0003420 cdn_foc_0007936 ctc_eco_0001638 ctc_fin_0002195 cdn_foc_0008213 cts_eco_0003861 ctc_foc_0001425 cts_eco_0003825 cdn_for_0000461 ctc_foc_0001553 cts_foc_0004625 cts_eco_0003093 cdn_eco_0000104 cts_foc_0004526 cts_eco_0003686 ctc_sto_0000743 ctc_sto_0001134 cdn_eco_0000221 cdn_eco_0003736 cdn_eco_0003729 cts_eco_0001307 
007,cdn_edu_0000099 cdn_soc_0002354 cts_soc_0002760 cts_soc_0002357 cts_soc_0002098 cts_soc_0002759 cdn_soc_0002417 cts_pol_0001328 cts_soc_0002249 cdn_soc_0004669 cts_soc_0003777 ctc_tec_0001177 cts_soc_0002419 cts_soc_0002250 cts_soc_0005565 cte_foc_0001355 cts_soc_0002103 ctc_tec_0000871 cts_pol_0001380 ctc_tec_0000623 ctc_tec_0001217 ctc_esy_0000078 ctc_tec_0000655 cts_soc_0003880 cts_for_0001326 cts_soc_0003518 cts_soc_0002935 cts_soc_0003237 cts_for_0000970 cts_pol_0001061 cts_for_0000684 cts_soc_0003808 ctc_tec_0000283 ctc_foc_0002689 cts_soc_0004526 cts_soc_0001983 cts_soc_0002761 cts_soc_0003559 cts_soc_0003560 cts_soc_0002283 ctc_dep_0000531 cts_soc_0002279 cdn_soc_0000050 cts_int_0002557 ctc_dep_0000407 cts_soc_0003236 cts_for_0000971 cts_soc_0003032 ctc_ser_0000943 cts_pol_0001384 cts_for_0001686 cts_soc_0003024 cts_esy_0000171 cts_soc_0003296 ctc_ser_0000941 cts_esy_0000174 ctc_dep_0000405 ctc_mnf_0002319 ctc_tec_0001160 cts_soc_0003121 cts_soc_0003115 ctc_cgo_0001053 cdn_soc_0002136 cte_foc_0002356 cts_soc_0002782 ctc_tec_0000473 ctc_foc_0002177 ctc_foc_0001001 ctc_ser_0001219 ctc_dep_0000404 cts_for_0001047 ctc_foc_0001002 ctc_foc_0003327 cdn_soc_0004167 cts_for_0000908 cdn_soc_0003220 cts_for_0000387 ctc_dep_0000233 ctc_ser_0000942 ctc_foc_0003610 ctc_dep_0000406 cdn_eco_0001929 cts_for_0000678 ctc_foc_0000703 ctc_tec_0000904 ctc_dep_0000636 ctc_foc_0001662 cts_eco_0000587 cte_esy_0000163 cdn_loc_0000110 cdn_foc_0008261 ctc_sto_0002301 cts_foc_0005187 cts_soc_0003637 cts_soc_0003114 ctc_sto_0002115 cdn_soc_0003916 ctc_tec_0001178 cts_soc_0000060 cdn_ent_0000403 
008,cdn_foc_0001801 ctc_dep_0000877 cte_foc_0003271 cte_esy_0000216 cts_soc_0000236 cts_eco_0004366 cdn_eco_0002259 cdn_eco_0003365 cte_sto_0000423 cts_soc_0000046 cdn_soc_0003588 cts_foc_0004593 cts_soc_0000103 cts_eco_0002609 cts_eco_0003468 cts_esy_0000557 cts_eco_0000757 cts_eco_0004330 ctc_foc_0002477 cts_soc_0000102 cdn_foc_0005157 cdn_soc_0005091 cts_eco_0000557 cdn_foc_0007144 cdn_eco_0000118 cts_eco_0000130 cts_eco_0000128 cdn_eco_0003360 cdn_soc_0004846 cte_foc_0001168 cts_for_0000852 cts_soc_0005822 ctc_foc_0002942 cdn_soc_0003357 cdn_soc_0004843 ctc_eco_0000299 cts_eco_0000774 ctc_fin_0001033 cdn_eco_0003344 cdn_eco_0000650 ctc_dep_0001512 ctc_foc_0001304 cte_foc_0001421 ctc_foc_0000953 cts_eco_0004039 ctc_foc_0000632 ctc_foc_0001494 ctc_foc_0003255 cdn_chi_0001804 ctc_chi_0000519 cts_soc_0005821 cdn_eco_0000755 cts_eco_0001970 ctc_foc_0000231 cdn_foc_0006160 ctc_eco_0000773 ctc_foc_0003631 ctc_eco_0000466 ctc_foc_0000103 cdn_soc_0003356 cdn_eco_0002077 cdn_eco_0003133 cte_sto_0000295 cte_esy_0000232 cdn_eco_0000117 cts_eco_0002779 cdn_eco_0001579 ctc_foc_0003409 cdn_chi_0001912 cdn_eco_0001878 cts_eco_0000498 ctc_eco_0000311 ctc_chi_0001352 ctc_eco_0001377 cdn_soc_0004897 cts_eco_0000505 cts_eco_0000005 cts_eco_0004323 cdn_soc_0004665 cts_eco_0004251 ctc_foc_0001368 ctc_eco_0000636 cts_eco_0000775 cdn_eco_0001254 ctc_dep_0000872 ctc_foc_0002599 ctc_foc_0001025 ctc_sto_0006556 ctc_foc_0001438 cdn_foc_0006155 ctc_foc_0002936 ctc_chi_0000480 cts_int_0001087 cdn_eco_0003471 ctc_chi_0000368 ctc_foc_0002865 ctc_eco_0000547 cdn_eco_0002421 cts_eco_0001607 ctc_foc_0000497 
009,cdn_foc_0007786 cdn_foc_0005332 cdn_foc_0005329 cdn_chi_0002158 cdn_foc_0005306 cdn_foc_0004759 cte_foc_0003506 cdn_foc_0005314 cdn_foc_0005296 cdn_chi_0002126 cte_foc_0003489 cts_pol_0003077 cdn_for_0000633 cdn_foc_0003964 ctc_foc_0003318 cdn_foc_0005334 cts_chi_0000697 cts_pol_0003066 cts_foc_0005167 cts_pol_0003095 cdn_eco_0002904 ctc_dep_0001427 cts_foc_0005168 cts_for_0001775 cdn_foc_0004810 cts_chi_0000209 cts_pol_0001496 cdn_foc_0005586 cts_int_0000261 cts_foc_0005166 ctc_dep_0000853 cts_foc_0004239 cdn_foc_0005495 cdn_foc_0008408 cdn_foc_0006415 cdn_chi_0002205 cts_chi_0001881 ctc_foc_0000521 cdn_foc_0005331 cdn_foc_0003055 cts_foc_0000894 cdn_foc_0007787 cdn_foc_0005313 cdn_foc_0001957 cdn_foc_0001173 cts_chi_0002391 cts_chi_0001340 cdn_foc_0007858 cte_esy_0000042 cdn_foc_0005229 cte_foc_0002849 cdn_foc_0002479 cdn_foc_0005268 cdn_foc_0007860 ctc_chi_0001871 cdn_foc_0001514 cts_pol_0003045 cdn_foc_0007861 cdn_foc_0002417 cdn_foc_0000371 cdn_foc_0004187 cdn_foc_0006302 cte_foc_0002335 cdn_foc_0003101 cts_eco_0001305 cts_pol_0002555 cts_pol_0001874 cdn_foc_0005558 cts_chi_0001982 cdn_foc_0001189 cdn_foc_0005477 cts_chi_0002364 cts_foc_0000879 cts_art_0001303 cdn_chi_0001209 cdn_foc_0005602 cte_foc_0000552 cdn_foc_0004722 cdn_foc_0003316 cdn_foc_0004688 cts_foc_0004413 cdn_foc_0002982 cdn_foc_0002702 cts_chi_0002544 cdn_foc_0002223 cts_chi_0000185 cdn_foc_0004494 cdn_chi_0000100 cdn_foc_0007784 cts_chi_0002670 cts_foc_0000902 cdn_for_0000272 cdn_for_0000006 cdn_for_0000651 cts_chi_0001628 cts_foc_0001064 cts_foc_0003090 ctc_ser_0000887 cts_chi_0001807 cdn_foc_0004710 
010,cdn_edu_0000492 cdn_edu_0000502 cts_soc_0004008 cdn_edu_0000771 cdn_edu_0001007 cte_foc_0003117 cdn_soc_0000396 cts_soc_0001128 cte_foc_0000630 cdn_foc_0008075 cdn_soc_0001064 cts_foc_0004458 cts_soc_0004695 cdn_soc_0000105 cdn_soc_0001043 cte_foc_0000058 cdn_soc_0000238 cdn_edu_0001168 cdn_foc_0001915 cdn_edu_0000893 cdn_foc_0004511 cdn_soc_0000982 cdn_edu_0000323 cdn_edu_0001006 cdn_edu_0000851 cts_soc_0006212 cdn_foc_0008072 cdn_soc_0000682 cdn_soc_0001005 cts_soc_0006272 cts_soc_0002805 cdn_soc_0001023 cts_soc_0004845 cdn_foc_0001969 cte_foc_0003116 cdn_soc_0001103 cte_foc_0001453 cdn_edu_0001226 cdn_foc_0001814 cts_soc_0004801 cdn_edu_0000216 cdn_soc_0000859 cts_foc_0001948 cdn_edu_0000788 cts_soc_0001604 cdn_soc_0000929 cdn_soc_0000898 cts_for_0000507 cdn_edu_0000702 cdn_edu_0000447 cte_foc_0000747 cts_for_0000019 cts_for_0000530 cdn_edu_0000207 cts_for_0000207 cdn_soc_0001367 cts_soc_0002303 cdn_edu_0001379 cdn_edu_0000143 cdn_edu_0000576 cts_soc_0001367 cdn_edu_0001183 cdn_edu_0001388 cts_soc_0002342 cdn_edu_0000550 cdn_edu_0001281 cdn_edu_0000992 cts_esy_0000417 cdn_edu_0000917 cts_soc_0002341 cts_soc_0001507 cts_pol_0000958 cts_for_0001707 cts_for_0000386 cdn_soc_0004772 cdn_edu_0001343 cts_for_0000011 cts_for_0000401 cts_for_0000254 cdn_soc_0000658 cts_soc_0000069 cdn_foc_0008071 cdn_soc_0000175 cts_soc_0001770 cdn_edu_0000078 cdn_soc_0000788 cts_soc_0003313 cdn_edu_0001108 cts_foc_0001069 cts_soc_0006211 cdn_soc_0001560 cts_soc_0001363 cdn_soc_0001455 cts_foc_0001067 cts_soc_0002514 cdn_for_0000131 cts_for_0000829 cts_soc_0005159 cts_for_0001708 cts_foc_0000112 
