query_id,retrieved_docs
query_id,retrieved_docs
001,cdn_soc_0003955 cdn_soc_0002307 cts_for_0002013 cts_for_0001093 cts_for_0002010 cdn_soc_0004946 cte_foc_0000260 cts_for_0000202 cte_foc_0002798 cdn_loc_0001911 cts_for_0000925 cts_soc_0003259 cts_soc_0003030 cts_soc_0003580 cdn_soc_0000300 cdn_soc_0002219 cts_soc_0000801 cts_soc_0002336 cdn_soc_0002385 cdn_soc_0004947 cdn_loc_0000300 cte_foc_0002784 cts_for_0001203 cts_esy_0000215 cts_for_0000180 cts_for_0000082 cts_soc_0004817 cte_foc_0001543 cte_foc_0003486 cts_soc_0005595 cts_for_0000288 cdn_ent_0000749 cts_ent_0001002 cdn_eco_0002363 cts_soc_0002209 cts_int_0000042 cdn_soc_0003603 cts_int_0001842 cdn_ent_0000128 cts_ent_0001662 cts_ent_0000250 cts_ent_0003437 cdn_soc_0002947 cdn_loc_0001540 cts_soc_0005891 cdn_foc_0000166 cts_for_0001915 cdn_soc_0001745 cts_int_0002667 cdn_soc_0002936 cts_soc_0005821 cts_soc_0005892 cdn_soc_0004137 cts_ent_0002596 cte_foc_0001485 cts_ent_0000339 cdn_ent_0000068 cts_ent_0000064 cdn_soc_0004721 cdn_soc_0002442 cts_for_0001897 cts_soc_0002332 cte_foc_0000558 cdn_soc_0004651 cdn_loc_0000211 cdn_loc_0001921 cdn_loc_0000780 cdn_loc_0000097 cdn_foc_0002002 cdn_soc_0004433 cte_foc_0001767 cts_for_0000140 cdn_soc_0000965 cts_for_0000782 cdn_foc_0005200 cts_esy_0000128 cdn_loc_0001330 cdn_foc_0003636 cts_art_0001157 cts_art_0000993 cdn_loc_0002114 cdn_foc_0003464 cdn_soc_0004343 cts_art_0001951 cdn_loc_0000389 cts_ent_0000196 ctc_ser_0000511 cdn_loc_0000169 cts_soc_0000132 cts_art_0000296 cdn_foc_0005034 cts_pol_0002193 cdn_soc_0004729 cts_art_0001900 cdn_foc_0008251 cdn_spo_0000386 cts_soc_0004812 cdn_loc_0000931 cts_foc_0005252 cts_soc_0005893 
002,cte_foc_0002373 cdn_edu_0000415 cdn_edu_0001109 cdn_edu_0001302 cdn_edu_0000554 cts_soc_0005792 cdn_edu_0001104 cdn_edu_0001267 cdn_edu_0001009 cts_soc_0004597 cts_soc_0004922 cts_soc_0005359 cdn_edu_0001271 cdn_edu_0001154 cdn_edu_0000914 cdn_edu_0001047 cdn_edu_0000918 cdn_edu_0000811 cdn_edu_0001372 cdn_edu_0000919 cts_soc_0005003 cdn_edu_0000978 cte_foc_0003620 cts_soc_0005356 cts_soc_0004894 cdn_edu_0001084 cdn_edu_0001143 cdn_foc_0006366 cdn_foc_0006362 cts_soc_0002755 cdn_foc_0006364 cts_soc_0005004 cdn_edu_0001134 cdn_edu_0001319 cdn_edu_0001155 cdn_edu_0001270 cts_soc_0002187 cdn_edu_0001165 cdn_edu_0000220 cts_art_0001460 cdn_soc_0001411 cte_foc_0003425 cts_for_0001216 cdn_edu_0001214 cdn_edu_0000755 cdn_soc_0001296 cte_foc_0003432 cdn_edu_0001259 cts_soc_0005514 cdn_edu_0000512 cts_for_0000392 cts_soc_0004895 cdn_loc_0001326 cdn_soc_0000493 cts_soc_0004035 cts_for_0001215 cdn_soc_0001230 cdn_edu_0001320 cts_art_0001496 cdn_for_0000132 cdn_edu_0001015 cdn_edu_0001197 cts_soc_0002342 cdn_soc_0000961 cts_soc_0006066 cts_soc_0005120 cts_for_0001821 cts_soc_0005535 cdn_edu_0000583 cdn_edu_0001105 cdn_soc_0001695 cts_for_0000408 cdn_edu_0001253 cdn_edu_0000447 cdn_edu_0000928 cts_for_0001217 cdn_soc_0001382 cte_foc_0000156 cdn_edu_0001163 cts_for_0000568 cts_soc_0006228 cts_soc_0002244 cte_foc_0003482 cdn_soc_0000320 cdn_soc_0000898 cdn_edu_0001080 cts_for_0000427 cdn_edu_0000742 cte_foc_0001019 cdn_foc_0007510 cts_foc_0002014 cts_pol_0001186 cts_soc_0005402 cdn_soc_0000639 cts_soc_0004695 cdn_soc_0000016 cdn_soc_0000682 cdn_edu_0000502 cdn_edu_0000492 cdn_edu_0000337 
003,cts_soc_0000597 cdn_soc_0000013 cts_soc_0000417 cdn_foc_0008637 cts_soc_0000269 cdn_soc_0004042 cts_soc_0000287 cdn_foc_0008635 cts_soc_0000286 cdn_soc_0002194 cts_soc_0000418 cdn_soc_0004228 cdn_soc_0003907 cdn_loc_0001157 cts_for_0001706 cdn_foc_0000009 cdn_foc_0008636 cdn_foc_0008638 cdn_soc_0000015 cts_soc_0000274 cdn_loc_0001324 cts_soc_0002632 cdn_soc_0003614 cdn_for_0000641 cdn_soc_0001917 cdn_soc_0001397 cts_for_0000501 cts_soc_0004898 cts_for_0001271 cdn_loc_0000587 cts_soc_0005362 cdn_edu_0000507 cdn_soc_0004043 cdn_soc_0003237 cte_foc_0001274 cts_for_0000718 cts_for_0001223 cdn_foc_0007530 cts_soc_0002734 cdn_eco_0001564 cdn_soc_0004620 cts_soc_0005930 cdn_soc_0004775 cts_soc_0001032 cdn_foc_0007350 cdn_foc_0003959 cts_soc_0004084 cts_soc_0005691 cts_foc_0000581 cdn_soc_0001775 cdn_loc_0000995 cdn_foc_0005035 cdn_soc_0001627 cts_pol_0002432 cts_soc_0000239 cdn_soc_0004721 cdn_soc_0000014 cts_soc_0002781 cdn_soc_0002909 cdn_loc_0001741 cdn_foc_0002544 cdn_foc_0002564 cdn_for_0000263 cdn_loc_0001711 cts_soc_0006095 cdn_for_0000565 cts_soc_0004462 cts_soc_0002588 cdn_soc_0004909 cts_ent_0000210 ctc_esy_0000058 cdn_soc_0002246 cdn_soc_0004787 ctc_dep_0000950 cdn_soc_0004002 cdn_soc_0002446 cdn_foc_0000634 cte_foc_0001221 cdn_soc_0001664 cdn_loc_0001105 cts_foc_0002419 cts_art_0000311 cdn_soc_0003953 cdn_foc_0002966 cdn_soc_0001921 cts_pol_0000339 cts_soc_0005897 cdn_foc_0002019 cts_foc_0001319 cts_soc_0002352 cts_ent_0000316 cdn_foc_0002264 cte_foc_0002779 cdn_foc_0002037 cdn_foc_0007364 cdn_foc_0002586 cts_soc_0000094 cdn_eco_0000526 cdn_foc_0001374 cts_for_0000957 
004,cts_chi_0002306 cdn_chi_0001993 ctc_chi_0001731 cts_chi_0002234 ctc_chi_0001730 cts_chi_0002329 cts_ent_0001940 cts_chi_0002315 cdn_ent_0000534 cdn_eco_0002860 ctc_chi_0001695 cts_ent_0003686 ctc_chi_0001603 cts_ent_0003347 ctc_chi_0001199 cdn_spo_0001254 cts_ent_0000111 ctc_chi_0001864 cts_ent_0001585 ctc_ser_0000158 cts_ent_0000152 cts_ent_0000308 cts_ent_0002947 cts_soc_0005749 cts_ent_0002811 cdn_ent_0000547 cts_ent_0000506 cts_ent_0002547 ctc_dep_0001407 cdn_eco_0003314 cts_ent_0003609 cts_eco_0001889 cts_ent_0001537 ctc_eco_0000164 ctc_foc_0000239 cdn_loc_0001013 cdn_loc_0001005 cts_chi_0001379 cts_art_0000151 cts_chi_0001714 ctc_ser_0000276 cts_pol_0000718 cts_ent_0002495 cts_chi_0002662 cts_foc_0005257 ctc_dep_0000043 cts_chi_0002618 cdn_chi_0000428 cts_chi_0002668 cts_chi_0001889 cts_ent_0000761 cts_chi_0000337 cts_ent_0002473 cts_chi_0002688 cts_chi_0000224 cts_chi_0000221 cdn_chi_0001120 cts_chi_0000300 cdn_chi_0002261 cts_ent_0002272 ctc_foc_0000558 ctc_ser_0000421 cts_pol_0000689 cts_art_0001673 cts_chi_0000157 cts_ent_0000499 cts_chi_0000343 cdn_chi_0000381 cdn_chi_0000297 cts_ent_0000359 cdn_chi_0000096 cts_chi_0000429 cts_soc_0001212 ctc_chi_0000397 cdn_spo_0000335 cdn_chi_0001892 cdn_ent_0000246 cts_chi_0000117 cts_art_0000598 cts_chi_0002599 cdn_chi_0000043 ctc_ser_0001237 cdn_chi_0000207 cts_chi_0002710 ctc_sto_0001376 cdn_foc_0008032 ctc_chi_0000548 cts_ent_0002011 cts_chi_0000053 cdn_chi_0001932 cts_ent_0001315 cdn_chi_0001836 cdn_chi_0000502 cdn_soc_0003483 cts_for_0000327 cdn_eco_0002522 cdn_chi_0000735 ctc_chi_0000523 cts_chi_0002419 cdn_chi_0000090 
005,cdn_soc_0004796 cts_soc_0003601 cdn_loc_0001006 cdn_loc_0000998 cdn_loc_0002169 cdn_soc_0004797 cdn_soc_0003177 cdn_loc_0001127 cts_soc_0004839 cdn_soc_0004137 cdn_soc_0003178 cts_soc_0005710 cts_soc_0005709 cts_for_0002122 cdn_loc_0001956 cdn_loc_0001472 cdn_loc_0000943 cts_soc_0000396 cdn_loc_0001964 cdn_loc_0002176 cdn_loc_0000494 cdn_loc_0001523 cdn_loc_0001218 cdn_loc_0001089 cdn_loc_0000250 cdn_loc_0001133 cts_soc_0002235 cdn_loc_0000590 cdn_soc_0002947 cdn_loc_0001404 cts_soc_0002304 cdn_loc_0001758 cdn_loc_0001338 cte_foc_0000727 cdn_loc_0000931 cdn_loc_0000813 ctc_ser_0000534 cts_soc_0003254 cdn_loc_0000306 cdn_loc_0002018 cts_soc_0000464 cdn_loc_0002048 cdn_loc_0002203 cdn_loc_0000849 cdn_loc_0000295 cdn_loc_0000097 cdn_loc_0001953 cdn_loc_0000539 cdn_loc_0001383 cdn_loc_0000767 cdn_foc_0005120 cdn_eco_0001771 cdn_loc_0000307 ctc_dep_0000114 cdn_soc_0000098 cdn_soc_0003453 cdn_loc_0002085 cts_soc_0002305 cdn_loc_0001134 cdn_loc_0002023 cdn_loc_0000793 ctc_ser_0000495 cdn_loc_0001747 cdn_loc_0002038 cdn_foc_0004373 cdn_loc_0000607 cdn_loc_0000116 cdn_edu_0000321 cdn_loc_0000178 cdn_loc_0001457 cdn_loc_0002193 cte_foc_0003473 cdn_loc_0000586 cdn_loc_0000461 cdn_loc_0000665 cts_pol_0003166 cdn_loc_0001505 cdn_loc_0000697 cdn_loc_0001194 cte_foc_0002243 cdn_loc_0002037 ctc_cgo_0000318 ctc_cgo_0000317 cdn_loc_0001680 cdn_loc_0001792 cdn_loc_0001213 cdn_loc_0001578 cdn_soc_0001806 cdn_loc_0000824 cdn_loc_0001532 ctc_mnf_0001762 ctc_cgo_0000674 cdn_loc_0000641 cdn_loc_0002252 cts_soc_0001027 cdn_loc_0001674 cts_soc_0002597 cdn_loc_0001741 cts_soc_0004822 cdn_loc_0001179 
006,cdn_foc_0004860 cts_foc_0004652 cdn_eco_0003578 ctc_foc_0003504 cts_eco_0003578 ctc_dep_0001299 cdn_eco_0003475 cdn_eco_0001201 cts_eco_0002928 cts_foc_0003666 ctc_foc_0003007 cdn_eco_0004043 cdn_eco_0003084 cdn_foc_0005119 cdn_eco_0003720 ctc_foc_0000160 ctc_fin_0002731 cte_foc_0003316 ctc_foc_0001334 ctc_foc_0003252 ctc_foc_0003285 ctc_foc_0001004 cts_eco_0001645 ctc_foc_0003638 ctc_dep_0000863 ctc_foc_0001013 cts_eco_0003396 ctc_dep_0001397 cdn_foc_0007931 cts_foc_0004117 ctc_foc_0003257 ctc_fin_0000825 cts_foc_0004121 cts_eco_0001358 cdn_eco_0003163 ctc_foc_0000620 cts_eco_0003022 cts_eco_0003859 cts_foc_0005005 cdn_eco_0000892 cdn_foc_0007932 cts_eco_0003203 cts_foc_0005006 cdn_foc_0008298 ctc_foc_0002622 cdn_foc_0007939 cts_eco_0003127 cdn_foc_0008144 cts_foc_0004122 cts_eco_0003428 cts_eco_0003933 cdn_eco_0003686 ctc_foc_0002315 cdn_eco_0003488 cdn_eco_0003653 ctc_foc_0001014 cdn_eco_0003717 cts_eco_0003778 cdn_foc_0004104 cdn_foc_0004055 ctc_foc_0002413 cdn_foc_0007936 ctc_dep_0000677 ctc_dep_0000676 cdn_foc_0006425 cdn_eco_0003174 cdn_soc_0001759 cdn_for_0000461 ctc_foc_0002640 ctc_dep_0000612 cts_eco_0003093 cts_eco_0003860 cdn_eco_0003776 ctc_fin_0002508 ctc_foc_0000860 cdn_eco_0003886 cts_eco_0003802 cts_eco_0003420 cdn_eco_0004005 cdn_eco_0001647 ctc_tec_0001602 ctc_foc_0001425 cdn_eco_0003729 ctc_foc_0003169 cts_for_0000598 ctc_esy_0000201 cts_eco_0003825 ctc_fin_0002195 cts_eco_0003861 ctc_foc_0001553 ctc_dep_0000215 cdn_eco_0000955 ctc_esy_0000057 cts_eco_0003686 cdn_eco_0000221 ctc_esy_0000233 cdn_foc_0008213 ctc_esy_0000190 cts_foc_0004625 ctc_foc_0002614 
007,cts_soc_0002760 cdn_soc_0002354 cts_soc_0002759 cts_soc_0002357 cts_soc_0002098 cdn_edu_0000099 cts_pol_0001328 cts_soc_0002249 cts_soc_0003777 cts_soc_0002250 ctc_tec_0001177 cdn_soc_0002417 cts_soc_0005565 ctc_esy_0000078 cts_soc_0002419 ctc_tec_0000871 cte_foc_0001355 cts_soc_0002103 cdn_soc_0004669 ctc_tec_0000623 cts_soc_0002935 cts_pol_0001380 cts_for_0000684 ctc_tec_0000655 cts_for_0000970 ctc_tec_0001217 cts_for_0001326 cts_soc_0003880 cts_soc_0003518 ctc_tec_0000283 cts_for_0000971 cts_pol_0001061 cts_soc_0003237 ctc_ser_0000943 cts_soc_0004526 cts_soc_0002761 cts_soc_0001983 ctc_dep_0000407 cts_esy_0000174 ctc_dep_0000531 cts_for_0001686 cts_soc_0002782 ctc_foc_0002689 cts_soc_0003560 cts_soc_0003559 cts_soc_0003808 cts_int_0002557 cts_soc_0003032 cts_soc_0002283 cts_soc_0002279 cts_soc_0003024 cts_pol_0001384 cts_soc_0003121 cts_soc_0003115 ctc_foc_0001001 cts_for_0001047 ctc_tec_0001160 cte_foc_0002356 ctc_dep_0000405 cts_soc_0003296 cts_soc_0003236 ctc_tec_0000473 ctc_foc_0002177 cdn_soc_0000050 ctc_dep_0000404 ctc_foc_0001002 ctc_foc_0003327 cts_esy_0000171 cts_for_0000678 ctc_ser_0000941 ctc_foc_0003610 ctc_dep_0000406 cdn_soc_0003220 ctc_cgo_0001053 cdn_eco_0001929 cdn_soc_0004167 cdn_soc_0002136 ctc_mnf_0002319 cts_for_0000387 ctc_foc_0001662 cts_eco_0000587 ctc_foc_0000703 cdn_foc_0008261 cts_for_0000908 cdn_loc_0000110 ctc_sto_0002301 ctc_sto_0002115 ctc_dep_0000636 cts_soc_0003114 ctc_ser_0000942 ctc_dep_0000233 cte_esy_0000163 cts_soc_0003637 ctc_tec_0000904 ctc_dep_0000509 ctc_ser_0001219 cts_foc_0005187 ctc_tec_0001178 cts_soc_0001445 cdn_ent_0000403 
008,cdn_foc_0001801 ctc_dep_0000877 cte_foc_0003271 cte_esy_0000216 cts_eco_0004366 cts_soc_0000236 cdn_eco_0003365 cts_foc_0004593 cdn_soc_0003588 cts_soc_0000046 cts_soc_0000103 cdn_eco_0002259 cts_esy_0000557 cts_eco_0002609 cts_eco_0003468 cts_soc_0000102 cts_eco_0004330 ctc_foc_0002477 cts_eco_0000557 cts_eco_0000757 cdn_foc_0005157 cdn_eco_0000118 cdn_foc_0007144 cts_eco_0000130 cts_eco_0000128 cdn_soc_0005091 cte_sto_0000423 cts_soc_0005822 cts_for_0000852 ctc_foc_0002942 cdn_eco_0003360 cte_foc_0001168 cdn_eco_0003344 ctc_dep_0001512 cdn_soc_0003357 ctc_foc_0001304 ctc_foc_0000953 ctc_foc_0003255 ctc_fin_0001033 cte_foc_0001421 ctc_chi_0000519 ctc_foc_0000632 cdn_soc_0004846 ctc_foc_0001494 ctc_eco_0000299 cts_soc_0005821 cdn_soc_0004843 cdn_eco_0000650 cts_eco_0001970 cts_eco_0000774 cdn_eco_0001878 cdn_eco_0000117 cts_eco_0004039 cdn_eco_0002077 ctc_foc_0000231 cte_sto_0000295 ctc_chi_0001352 ctc_foc_0000103 cdn_eco_0000755 ctc_foc_0003631 cdn_soc_0004897 cdn_eco_0003133 cdn_for_0000019 ctc_foc_0003409 ctc_eco_0000466 ctc_eco_0000773 cts_eco_0000005 ctc_dep_0000872 ctc_foc_0002599 ctc_eco_0000311 cts_eco_0001607 cdn_eco_0001579 cdn_chi_0001804 cdn_eco_0002421 cdn_foc_0006160 ctc_eco_0001377 ctc_foc_0000497 ctc_foc_0001368 ctc_foc_0001025 cdn_soc_0003356 ctc_foc_0001438 cts_eco_0000498 cts_eco_0002779 cts_eco_0003999 cdn_eco_0000363 cte_esy_0000232 ctc_dep_0000443 ctc_chi_0000480 cts_int_0001087 cdn_foc_0006155 ctc_dep_0000782 ctc_foc_0000117 ctc_foc_0002865 ctc_eco_0000316 ctc_sto_0006556 cts_eco_0004323 cts_eco_0000775 cts_eco_0000712 cts_eco_0000505 ctc_eco_0001665 
009,cdn_foc_0005332 cdn_foc_0005329 cdn_foc_0005314 cdn_foc_0004759 cdn_foc_0007786 cdn_chi_0002158 cte_foc_0003506 cdn_chi_0002126 cdn_foc_0005306 cdn_for_0000633 ctc_foc_0003318 cdn_foc_0005296 cts_pol_0003077 cte_foc_0003489 cts_foc_0005168 cts_for_0001775 cdn_foc_0003964 cts_pol_0003095 cdn_eco_0002904 ctc_dep_0001427 cts_foc_0005167 cdn_foc_0005334 cdn_foc_0004810 cdn_foc_0005586 cdn_foc_0007858 cts_chi_0000697 cts_pol_0003066 cdn_foc_0005331 cdn_foc_0005495 cte_foc_0002849 cdn_foc_0008408 cts_foc_0000894 ctc_foc_0000521 cdn_for_0000651 cdn_foc_0007908 cts_foc_0004239 cdn_foc_0001957 cdn_for_0000272 cdn_foc_0007861 cdn_for_0000006 cdn_foc_0005313 cdn_foc_0006415 cts_pol_0003045 cdn_foc_0007860 cte_foc_0000552 cdn_foc_0004187 cdn_foc_0000371 cts_chi_0000209 cdn_for_0000655 cts_pol_0001496 cdn_foc_0003055 cdn_chi_0002205 ctc_chi_0001871 cdn_foc_0005558 cts_chi_0001881 cdn_foc_0007787 cdn_foc_0001173 cts_foc_0005166 cte_esy_0000042 cdn_foc_0001514 cdn_chi_0001209 cts_chi_0002364 cts_foc_0000879 cdn_foc_0005229 cts_for_0001966 cdn_foc_0004688 cts_chi_0001340 cdn_for_0000465 cdn_foc_0002479 cts_int_0000261 ctc_dep_0000853 cdn_foc_0003316 cdn_foc_0005602 cts_for_0001922 cdn_foc_0006302 cdn_foc_0002417 cdn_foc_0001189 cts_foc_0001002 cdn_foc_0004598 cts_foc_0005169 cdn_foc_0004722 cts_chi_0001982 cts_pol_0001500 cdn_foc_0005268 cdn_foc_0005559 cdn_foc_0001176 cts_foc_0001064 cts_foc_0001135 cts_foc_0000890 cdn_foc_0003398 cdn_chi_0000100 cdn_foc_0007784 cts_chi_0001628 cts_foc_0000913 cts_for_0000670 cts_chi_0001263 cdn_foc_0005477 cdn_foc_0002223 cts_art_0001303 cdn_foc_0002702 
010,cdn_edu_0000502 cdn_edu_0000492 cte_foc_0003117 cts_soc_0004008 cdn_edu_0001007 cdn_foc_0008075 cdn_soc_0001064 cts_soc_0001128 cdn_soc_0000396 cte_foc_0000630 cts_foc_0004458 cdn_edu_0000771 cdn_soc_0001043 cdn_edu_0001168 cts_soc_0004695 cdn_soc_0000238 cdn_edu_0000893 cdn_soc_0000105 cdn_soc_0000982 cdn_edu_0001006 cte_foc_0000058 cts_soc_0006212 cdn_edu_0000851 cts_soc_0006272 cdn_foc_0001915 cdn_foc_0004511 cts_soc_0002805 cte_foc_0003116 cdn_foc_0008072 cdn_soc_0001005 cdn_soc_0000682 cts_soc_0004845 cdn_soc_0001023 cte_foc_0001453 cdn_edu_0001226 cdn_foc_0001814 cts_soc_0004801 cts_esy_0000417 cts_foc_0001948 cts_for_0000019 cdn_edu_0001281 cdn_soc_0000898 cdn_soc_0001103 cts_for_0000530 cdn_foc_0001969 cte_foc_0000747 cdn_soc_0000859 cts_soc_0001604 cdn_edu_0000323 cdn_edu_0000788 cts_for_0000507 cdn_edu_0000207 cdn_edu_0000216 cts_soc_0002342 cdn_soc_0001367 cdn_edu_0000550 cts_for_0000207 cdn_edu_0000143 cdn_edu_0000576 cdn_edu_0000992 cts_soc_0002303 cdn_edu_0001379 cdn_edu_0001183 cdn_soc_0000929 cts_soc_0002341 cts_soc_0001367 cts_soc_0001507 cdn_edu_0000447 cts_foc_0001069 cdn_edu_0000702 cdn_edu_0001388 cdn_soc_0004772 cdn_edu_0001343 cts_for_0000386 cts_pol_0000958 cts_soc_0000069 cts_for_0000401 cts_for_0000254 cts_for_0000011 cdn_edu_0000917 cts_foc_0001067 cts_foc_0000112 cts_soc_0003313 cts_soc_0001770 cdn_for_0000131 cts_soc_0002514 cdn_edu_0001108 cdn_edu_0000078 cdn_soc_0001455 cts_for_0000829 cts_soc_0005159 cdn_soc_0000788 cts_for_0001707 cts_soc_0001363 cdn_soc_0000175 cdn_soc_0001560 cdn_foc_0008071 cdn_ent_0000228 cte_foc_0000967 cdn_foc_0008536 
